transaction_id,customer_id,product_id,price,product_name_trans,category_trans,purchase_location,city,transaction_date,quantity,payment_method,discount,payment_status,customer_name_masked,email_masked,phone_masked,product_name_prod,category_prod,product_name_standardized,revenue,cost_ratio,total_cost,profit,profit_margin_pct,transaction_year,transaction_month,transaction_week,day_of_week,discount_rate
7289,1771,107,50000.0,Dining Table,Furniture,offline,Chennai,2025-06-19,3,Cash,0.35,Successful,24b54d11bb34a648,5c732e583a66c203,d6173c00c4096e6b,Dining Table,Furniture,Dining Table,149999.65,0.6,90000.0,59999.649999999994,39.99985999967333,2025,6,25,Thursday,2.333333333333333e-06
7290,1359,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2025-07-05,5,Card,0.05,Successful,b4922418a32369a5,36486b21c5535f69,62bc79ffec2a7315,Refrigerator,Home Appliances,Refrigerator,324999.95,0.7,227500.0,97499.95000000001,29.999989230767575,2025,7,27,Saturday,1.5384615384615385e-07
7291,1720,101,250000.0,Laptop,Electronics,offline,Mumbai,2025-06-07,5,Upi,0.3,Successful,b4f53ee9f2b6b747,f19b8233c4aaa530,4edd1056b13e7618,Laptop,Electronics,Laptop,1249999.7,0.8,1000000.0,249999.69999999995,19.99998079999539,2025,6,23,Saturday,2.4e-07
7292,1702,103,1300.0,Shirt,Clothing,online,Hyderabad,2025-07-14,4,Netbanking,0.3,Successful,83b81ddd5495c8ed,4074f7408c39fc2f,a1ed434c13780214,Shirt,Clothing,Shirt,5199.7,0.5,2600.0,2599.7,49.99711521818566,2025,7,29,Monday,5.769230769230769e-05
7293,1403,103,1300.0,Shirt,Clothing,online,Mumbai,2025-12-02,5,Card,0.1,Successful,da4466e999523ad4,b51d8c1568888bf8,6661bc9777df838b,Shirt,Clothing,Shirt,6499.9,0.5,3250.0,3249.8999999999996,49.99923075739626,2025,12,49,Tuesday,1.5384615384615384e-05
7294,1974,110,45000.0,Microwave,Home Appliances,offline,Delhi,2025-12-20,1,Netbanking,0.15,Successful,c44bbe712ba96e07,2b5329a2827e5152,e79f1b8fea3387a7,Microwave,Home Appliances,Microwave,44999.85,0.7,31499.999999999996,13499.850000000002,29.999766665888895,2025,12,51,Saturday,3.3333333333333333e-06
7295,1140,103,1300.0,Shirt,Clothing,online,Chennai,2025-08-16,1,Upi,0.3,Successful,a946c29b4da4861a,1d1da3db26df6ea9,0830176cf2b0d85f,Shirt,Clothing,Shirt,1299.7,0.5,650.0,649.7,49.98845887512503,2025,8,33,Saturday,0.00023076923076923076
7296,1514,101,250000.0,Laptop,Electronics,online,Chennai,2025-04-19,3,Card,0.2,Successful,41f9e70c341d68f2,1514b126aae4f7fa,517e076f3fd8aa52,Laptop,Electronics,Laptop,749999.8,0.8,600000.0,149999.80000000005,19.999978666660983,2025,4,16,Saturday,2.6666666666666667e-07
7297,1443,108,15000.0,Mixer Grinder,Home Appliances,online,Bangalore,2025-09-06,1,Cash,0.15,Successful,113f2e0a1016161b,cda684aef53ddc62,85cedac79fcc603a,Mixer Grinder,Home Appliances,Mixer Grinder,14999.85,0.7,10500.0,4499.85,29.999299992999934,2025,9,36,Saturday,9.999999999999999e-06
7298,1940,110,45000.0,Microwave,Home Appliances,online,Mumbai,2025-12-28,2,Cash,0.2,Successful,5b642b39e627562f,40b11c76adcc9586,271d26d43e158fa0,Microwave,Home Appliances,Microwave,89999.8,0.7,62999.99999999999,26999.80000000001,29.999844444098777,2025,12,52,Sunday,2.2222222222222225e-06
7299,1219,106,80000.0,Sofa,Furniture,online,Delhi,2025-09-06,3,Upi,0.2,Successful,0c1277352fa13e02,115d103475ad3863,82989b58a581c8e3,Sofa,Furniture,Sofa,239999.8,0.6,144000.0,95999.79999999999,39.99994999995833,2025,9,36,Saturday,8.333333333333333e-07
7300,1611,103,1300.0,Shirt,Clothing,offline,Delhi,2025-04-20,3,Cash,0.35,Successful,683c376bd2a0c179,f3ddd5a2221da5c2,37bb93ae74aab15d,Shirt,Clothing,Shirt,3899.65,0.5,1950.0,1949.65,49.995512417781086,2025,4,16,Sunday,8.974358974358974e-05
7301,1344,104,8000.0,Shoes,Clothing,offline,Mumbai,2026-01-16,2,Upi,0.35,Successful,329cceabbbf5236c,4d90a08125609f31,29d6223328a9207c,Shoes,Clothing,Shoes,15999.65,0.5,8000.0,7999.65,49.99890622607369,2026,1,3,Friday,2.1875e-05
7302,1727,108,15000.0,Mixer Grinder,Home Appliances,online,Mumbai,2025-12-19,3,Netbanking,0.15,Successful,65e2caa2d1e332b5,7a8c9756798c24ef,e305171103a290a4,Mixer Grinder,Home Appliances,Mixer Grinder,44999.85,0.7,31499.999999999996,13499.850000000002,29.999766665888895,2025,12,51,Friday,3.3333333333333333e-06
7303,1106,102,70000.0,Phone,Electronics,online,Hyderabad,2025-09-26,5,Netbanking,0.05,Successful,b1195981d324560e,e4c2c08ea6354541,df17b4246d0f4a81,Phone,Electronics,Phone,349999.95,0.8,280000.0,69999.95000000001,19.99998857142694,2025,9,39,Friday,1.4285714285714287e-07
7304,1039,104,8000.0,Shoes,Clothing,offline,Mumbai,2025-11-17,2,Cash,0.35,Successful,15329bb362c99ac7,3a572c38a4613cf0,ff0e6720b9e00f61,Shoes,Clothing,Shoes,15999.65,0.5,8000.0,7999.65,49.99890622607369,2025,11,47,Monday,2.1875e-05
7305,1198,106,80000.0,Sofa,Furniture,offline,Delhi,2025-12-08,5,Card,0.15,Successful,1fd4e3eefa981674,2afc0658c1ed63d9,1c59400f4d2256d1,Sofa,Furniture,Sofa,399999.85,0.6,240000.0,159999.84999999998,39.99997749999156,2025,12,50,Monday,3.75e-07
7306,1387,110,45000.0,Microwave,Home Appliances,online,Bangalore,2025-09-20,3,Upi,0.15,Successful,c3516f2a85b12c87,400e2f69ba1d7a3f,604426fb4055f708,Microwave,Home Appliances,Microwave,134999.85,0.7,94500.0,40499.850000000006,29.999922222135805,2025,9,38,Saturday,1.111111111111111e-06
7307,1756,108,15000.0,Mixer Grinder,Home Appliances,online,Chennai,2026-02-11,2,Cash,0.2,Successful,49eb969518c2c94f,1569b0887e5854ad,02d1d1158b1c3eaa,Mixer Grinder,Home Appliances,Mixer Grinder,29999.8,0.7,21000.0,8999.8,29.9995333302222,2026,2,7,Wednesday,6.666666666666667e-06
7308,1954,104,8000.0,Shoes,Clothing,offline,Chennai,2026-01-03,1,Card,0.05,Successful,cf94227790e35a05,6aa64aaf02272e95,bc381798d958473c,Shoes,Clothing,Shoes,7999.95,0.5,4000.0,3999.95,49.99968749804686,2026,1,1,Saturday,6.25e-06
7309,1737,101,250000.0,Laptop,Electronics,offline,Mumbai,2025-10-23,4,Card,0.25,Successful,e349b4fd9a332697,2319512d2ff56838,0c4fc47e2d541b89,Laptop,Electronics,Laptop,999999.75,0.8,800000.0,199999.75,19.999979999995,2025,10,43,Thursday,2.5e-07
7310,1311,110,45000.0,Microwave,Home Appliances,offline,Hyderabad,2025-10-09,2,Upi,0.1,Successful,6d95d061cc4302ff,a5ed028c11ebe7f8,377f7968ad3a4100,Microwave,Home Appliances,Microwave,89999.9,0.7,62999.99999999999,26999.9,29.999922222135805,2025,10,41,Thursday,1.1111111111111112e-06
7311,1111,106,80000.0,Sofa,Furniture,offline,Delhi,2026-03-26,1,Card,0.4,Successful,0755a67e4f4f24f3,2e7950951ede728c,83f347240ce9ecae,Sofa,Furniture,Sofa,79999.6,0.6,48000.0,31999.600000000006,39.9996999985,2026,3,13,Thursday,5e-06
7312,1483,105,45000.0,Tv,Electronics,offline,Delhi,2025-07-18,4,Netbanking,0.35,Successful,5c73ee9f01a418e0,cb86bc12dc371887,004b2b27b81f0ea0,TV,Electronics,TV,179999.65,0.8,144000.0,35999.649999999994,19.999844444141974,2025,7,29,Friday,1.9444444444444444e-06
7313,1891,104,8000.0,Shoes,Clothing,online,Chennai,2025-07-10,2,Cash,0.25,Successful,ea30f5ce2e565438,9f1e47c6c6d5bd19,ee44f7356f055caa,Shoes,Clothing,Shoes,15999.75,0.5,8000.0,7999.75,49.99921873779278,2025,7,28,Thursday,1.5625e-05
7314,1576,104,8000.0,Shoes,Clothing,online,Bangalore,2026-03-03,2,Netbanking,0.05,Successful,98e8a233cc22025e,98981831a2134eeb,383df787d877d68c,Shoes,Clothing,Shoes,15999.95,0.5,8000.0,7999.950000000001,49.99984374951172,2026,3,10,Tuesday,3.125e-06
7315,1281,106,80000.0,Sofa,Furniture,online,Bangalore,2025-10-08,5,Card,0.4,Successful,def4ca9b6486f846,65c3bf1566228f2f,07ff1954e3327ca4,Sofa,Furniture,Sofa,399999.6,0.6,240000.0,159999.59999999998,39.99993999994,2025,10,41,Wednesday,1e-06
7316,1087,104,8000.0,Shoes,Clothing,online,Mumbai,2025-08-28,3,Cash,0.05,Successful,aa289358093f5338,cddaf982405104f1,430aee5602b068a6,Shoes,Clothing,Shoes,23999.95,0.5,12000.0,11999.95,49.99989583311632,2025,8,35,Thursday,2.0833333333333334e-06
7317,1711,104,8000.0,Shoes,Clothing,offline,Mumbai,2026-12-03,5,Netbanking,0.1,Successful,5c82138dab8d1013,61e084ee4a6653ec,d0048da7ee679b63,Shoes,Clothing,Shoes,39999.9,0.5,20000.0,19999.9,49.9998749996875,2026,12,49,Thursday,2.5e-06
7318,1561,102,70000.0,Phone,Electronics,offline,Delhi,2026-12-02,4,Upi,0.4,Successful,34551ee2b693c667,61cf5c61961adb34,17d801bd01611cf4,Phone,Electronics,Phone,279999.6,0.8,224000.0,55999.59999999998,19.999885714122442,2026,12,49,Wednesday,1.4285714285714286e-06
7319,1645,106,80000.0,Sofa,Furniture,online,Chennai,2025-12-15,3,Netbanking,0.15,Successful,7ed429b95b158cc2,a6e1f2fc691f18ef,44553d23df83f314,Sofa,Furniture,Sofa,239999.85,0.6,144000.0,95999.85,39.99996249997657,2025,12,51,Monday,6.249999999999999e-07
7320,1170,105,45000.0,Tv,Electronics,online,Bangalore,2025-06-23,4,Upi,0.15,Successful,86bec8347f18965e,c214a0785a40f9f3,90cba189aaea6fcd,TV,Electronics,TV,179999.85,0.8,144000.0,35999.850000000006,19.99993333327778,2025,6,26,Monday,8.333333333333333e-07
7321,1302,103,1300.0,Shirt,Clothing,offline,Chennai,2025-11-30,3,Cash,0.3,Successful,8a27d0109b26c6a6,d4984dd8b2c4a1d9,dbf4fe4ef912844f,Shirt,Clothing,Shirt,3899.7,0.5,1950.0,1949.6999999999998,49.9961535502731,2025,11,48,Sunday,7.692307692307693e-05
7322,1749,103,1300.0,Shirt,Clothing,offline,Delhi,2025-07-06,4,Upi,0.15,Successful,c30df4af1dc6aa3d,e5712d830a854a46,19da3817037d2b99,Shirt,Clothing,Shirt,5199.85,0.5,2600.0,2599.8500000000004,49.998557650701464,2025,7,27,Sunday,2.8846153846153845e-05
7323,1546,101,250000.0,Laptop,Electronics,offline,Hyderabad,2026-07-02,3,Netbanking,0.1,Successful,b0185a6ad1c8e328,3b98b1a3ab6008bf,afc8f9dfd1d6f90f,Laptop,Electronics,Laptop,749999.9,0.8,600000.0,149999.90000000002,19.999989333331914,2026,7,27,Thursday,1.3333333333333334e-07
7324,1579,104,8000.0,Shoes,Clothing,online,Hyderabad,2025-06-25,3,Upi,0.35,Successful,65f408c03a4af309,f57cbac22c4e3bc3,dc89984dfaa93dfb,Shoes,Clothing,Shoes,23999.65,0.5,12000.0,11999.650000000001,49.9992708226995,2025,6,26,Wednesday,1.4583333333333333e-05
7325,1195,110,45000.0,Microwave,Home Appliances,online,Bangalore,2026-01-29,3,Cash,0.1,Successful,161f608e314baf14,fd297a12b5f8f2da,be1233fcdbe63945,Microwave,Home Appliances,Microwave,134999.9,0.7,94500.0,40499.899999999994,29.999948148109734,2026,1,5,Thursday,7.407407407407408e-07
7326,1277,104,8000.0,Shoes,Clothing,online,Mumbai,2025-09-19,3,Upi,0.35,Successful,ddc4d316afe7696f,54aaf408c11fd5e0,525b4ccd2c5ef900,Shoes,Clothing,Shoes,23999.65,0.5,12000.0,11999.650000000001,49.9992708226995,2025,9,38,Friday,1.4583333333333333e-05
7327,1883,101,250000.0,Laptop,Electronics,online,Hyderabad,2026-02-03,4,Card,0.15,Successful,aba4d7e894a20ca9,7d740ae918b9aacb,a62c303044d97da5,Laptop,Electronics,Laptop,999999.85,0.8,800000.0,199999.84999999998,19.999987999998197,2026,2,6,Tuesday,1.5e-07
7328,1658,104,8000.0,Shoes,Clothing,online,Delhi,2026-04-03,1,Netbanking,0.3,Successful,da87df1fc567c0a7,78a60e9d3d1a0ebb,873d36af6bd04cfa,Shoes,Clothing,Shoes,7999.7,0.5,4000.0,3999.7,49.99812492968486,2026,4,14,Friday,3.75e-05
7329,1224,103,1300.0,Shirt,Clothing,online,Chennai,2025-04-21,1,Card,0.25,Successful,2757f450e75c30ac,f2eb4591fbe31bce,b82c771c770e9727,Shirt,Clothing,Shirt,1299.75,0.5,650.0,649.75,49.99038276591652,2025,4,17,Monday,0.0001923076923076923
7330,1601,105,45000.0,Tv,Electronics,online,Delhi,2025-04-28,4,Upi,0.2,Successful,33c545ecd33bd215,e664d65c64d465e3,fc8b1d6ba666919c,TV,Electronics,TV,179999.8,0.8,144000.0,35999.79999999999,19.99991111101234,2025,4,18,Monday,1.1111111111111112e-06
7331,1913,102,70000.0,Phone,Electronics,offline,Chennai,2025-06-16,3,Upi,0.2,Successful,743603095ca09411,57a42c8b822858f7,700aeafe25989e23,Phone,Electronics,Phone,209999.8,0.8,168000.0,41999.79999999999,19.999923809451243,2025,6,25,Monday,9.523809523809525e-07
7332,1012,102,70000.0,Phone,Electronics,online,Mumbai,2025-05-22,2,Netbanking,0.3,Successful,02d0468a3527d174,c8947eecc26bb102,346412b8f24b757d,Phone,Electronics,Phone,139999.7,0.8,112000.0,27999.70000000001,19.999828571061233,2025,5,21,Thursday,2.1428571428571427e-06
7333,1143,109,65000.0,Refrigerator,Home Appliances,offline,Mumbai,2025-08-15,4,Netbanking,0.15,Successful,ce96f8dc84159fe0,d2def1986cbef8ae,91fe2cec7af3a99f,Refrigerator,Home Appliances,Refrigerator,259999.85,0.7,182000.0,77999.85,29.999959615361316,2025,8,33,Friday,5.769230769230769e-07
7334,1161,102,70000.0,Phone,Electronics,offline,Delhi,2025-05-23,5,Upi,0.2,Successful,bd04ac7830d4a952,17739a16edaef4fe,2aa0ce04642ba00e,Phone,Electronics,Phone,349999.8,0.8,280000.0,69999.79999999999,19.99995428568816,2025,5,21,Friday,5.714285714285715e-07
7335,1139,106,80000.0,Sofa,Furniture,online,Delhi,2026-01-25,2,Upi,0.2,Successful,af16342e77cc2e12,7e9c75f4ad4892fe,300aa672aba9d06d,Sofa,Furniture,Sofa,159999.8,0.6,96000.0,63999.79999999999,39.99992499990624,2026,1,4,Sunday,1.25e-06
7336,1025,101,250000.0,Laptop,Electronics,online,Mumbai,2026-01-15,1,Cash,0.15,Successful,b0eac1cbffa32644,428bbfac2715141f,2d26af1f158952b1,Laptop,Electronics,Laptop,249999.85,0.8,200000.0,49999.850000000006,19.999951999971202,2026,1,3,Thursday,6e-07
7337,1639,106,80000.0,Sofa,Furniture,online,Delhi,2026-01-24,3,Cash,0.05,Successful,beebadcad996a350,2980103a9b1bc0cb,80872902ba1d9478,Sofa,Furniture,Sofa,239999.95,0.6,144000.0,95999.95000000001,39.999987499997395,2026,1,4,Saturday,2.0833333333333333e-07
7338,1823,104,8000.0,Shoes,Clothing,online,Bangalore,2025-10-20,4,Upi,0.3,Successful,4fc510900624cbcb,c26e2f5aac94bac7,540d96f7ca8dfffa,Shoes,Clothing,Shoes,31999.7,0.5,16000.0,15999.7,49.999531245605425,2025,10,43,Monday,9.375e-06
7339,1424,106,80000.0,Sofa,Furniture,offline,Hyderabad,2026-03-13,2,Upi,0.25,Successful,9c6d9ec40ffaff31,ca104e1590d8bfac,e90ac0078318984d,Sofa,Furniture,Sofa,159999.75,0.6,96000.0,63999.75,39.99990624985352,2026,3,11,Friday,1.5625e-06
7340,1999,108,15000.0,Mixer Grinder,Home Appliances,online,Bangalore,2025-09-18,4,Cash,0.25,Successful,0c807a238a534030,41ae5ec8436573de,38d3a06f7437d578,Mixer Grinder,Home Appliances,Mixer Grinder,59999.75,0.7,42000.0,17999.75,29.999708332118054,2025,9,38,Thursday,4.166666666666667e-06
7341,1309,108,15000.0,Mixer Grinder,Home Appliances,online,Hyderabad,2025-09-09,5,Card,0.25,Successful,b11885beda35d7b8,95a596ac659a62f6,6947e7e4ee741060,Mixer Grinder,Home Appliances,Mixer Grinder,74999.75,0.7,52500.0,22499.75,29.999766665888888,2025,9,37,Tuesday,3.3333333333333333e-06
7342,1776,109,65000.0,Refrigerator,Home Appliances,offline,Chennai,2026-03-15,3,Cash,0.15,Successful,8a4b6f2a40e3442d,abae67751180a366,0ecbfc6c65de2d5e,Refrigerator,Home Appliances,Refrigerator,194999.85,0.7,136500.0,58499.850000000006,29.999946153804736,2026,3,11,Sunday,7.692307692307693e-07
7343,1444,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2026-01-09,4,Upi,0.25,Successful,d38b6c1898df8ad4,d7ba4c8f2c172057,5ff3d6ee5077f625,Refrigerator,Home Appliances,Refrigerator,259999.75,0.7,182000.0,77999.75,29.999932692242975,2026,1,2,Friday,9.615384615384615e-07
7344,1296,107,50000.0,Dining Table,Furniture,offline,Mumbai,2025-04-18,4,Cash,0.1,Successful,941fa663f05ba302,4de8799945a4345b,3bb6f6162b78b124,Dining Table,Furniture,Dining Table,199999.9,0.6,120000.0,79999.9,39.999969999985,2025,4,16,Friday,5e-07
7345,1902,102,70000.0,Phone,Electronics,online,Chennai,2026-04-15,4,Netbanking,0.2,Successful,f7025b96ea3857dc,42ea8087b036e427,3d0adc94b67a7d4d,Phone,Electronics,Phone,279999.8,0.8,224000.0,55999.79999999999,19.999942857102038,2026,4,16,Wednesday,7.142857142857143e-07
7346,1837,101,250000.0,Laptop,Electronics,offline,Delhi,2025-05-23,3,Upi,0.4,Successful,30bfa188c2ca00a5,a0d3ffbd4ece37a3,3e775e872466b1be,Laptop,Electronics,Laptop,749999.6,0.8,600000.0,149999.59999999998,19.999957333310576,2025,5,21,Friday,5.333333333333333e-07
7347,1276,101,250000.0,Laptop,Electronics,online,Mumbai,2025-10-01,5,Upi,0.15,Successful,5940771cc9c94ce5,cc04ff97795e3a54,d7dc068c6807a58d,Laptop,Electronics,Laptop,1249999.85,0.8,1000000.0,249999.8500000001,19.999990399998854,2025,10,40,Wednesday,1.2e-07
7348,1611,107,50000.0,Dining Table,Furniture,online,Delhi,2025-10-23,5,Card,0.3,Successful,683c376bd2a0c179,f3ddd5a2221da5c2,37bb93ae74aab15d,Dining Table,Furniture,Dining Table,249999.7,0.6,150000.0,99999.70000000001,39.9999279999136,2025,10,43,Thursday,1.2e-06
7349,1725,106,80000.0,Sofa,Furniture,online,Hyderabad,2025-06-12,1,Netbanking,0.1,Successful,da9529046ac3990c,bad38c736ce342c2,440fe961cae08c5b,Sofa,Furniture,Sofa,79999.9,0.6,48000.0,31999.899999999994,39.99992499990624,2025,6,24,Thursday,1.25e-06
7350,1442,104,8000.0,Shoes,Clothing,offline,Bangalore,2026-02-14,2,Card,0.1,Successful,b3cc56940de41abc,af2c942030fe991b,3541b0a49cfa9272,Shoes,Clothing,Shoes,15999.9,0.5,8000.0,7999.9,49.99968749804686,2026,2,7,Saturday,6.25e-06
7351,1592,104,8000.0,Shoes,Clothing,offline,Chennai,2026-04-14,4,Card,0.05,Successful,2daa655eb38c6f4f,d0390b18fde7691c,2175efd85bbfdedc,Shoes,Clothing,Shoes,31999.95,0.5,16000.0,15999.95,49.99992187487793,2026,4,16,Tuesday,1.5625e-06
7352,1008,101,250000.0,Laptop,Electronics,online,Mumbai,2025-06-25,2,Upi,0.35,Successful,63f36c9eee3c1a95,df7eacb3e4b2ed14,5f8fbe163d4632db,Laptop,Electronics,Laptop,499999.65,0.8,400000.0,99999.65000000002,19.999943999960802,2025,6,26,Wednesday,7e-07
7353,1795,106,80000.0,Sofa,Furniture,offline,Chennai,2025-07-14,1,Upi,0.05,Successful,c4c8d27499d808a4,20422035ad1fa688,00a67f748106a0b9,Sofa,Furniture,Sofa,79999.95,0.6,48000.0,31999.949999999997,39.99996249997656,2025,7,29,Monday,6.25e-07
7354,1149,104,8000.0,Shoes,Clothing,online,Hyderabad,2025-07-20,3,Netbanking,0.25,Successful,3b19fa6ea364fc27,d53031df120b047c,474e6b508d6ed2ac,Shoes,Clothing,Shoes,23999.75,0.5,12000.0,11999.75,49.99947916124126,2025,7,29,Sunday,1.0416666666666666e-05
7355,1574,108,15000.0,Mixer Grinder,Home Appliances,offline,Bangalore,2025-08-29,5,Card,0.05,Successful,35be8d1a921b9b94,7c9b09b74923fbd5,3c690b8f55985d85,Mixer Grinder,Home Appliances,Mixer Grinder,74999.95,0.7,52500.0,22499.949999999997,29.99995333330222,2025,8,35,Friday,6.666666666666667e-07
7356,1920,105,45000.0,Tv,Electronics,offline,Chennai,2026-01-23,1,Upi,0.3,Successful,32701c66506424fb,db3142f4538f04dc,76e11a2a4c7869c0,TV,Electronics,TV,44999.7,0.8,36000.0,8999.699999999997,19.999466663111082,2026,1,4,Friday,6.666666666666667e-06
7357,1870,110,45000.0,Microwave,Home Appliances,online,Hyderabad,2025-04-26,3,Upi,0.35,Successful,be5d89493b4198b9,bfac48f439ec6471,3fffa77d56172f4b,Microwave,Home Appliances,Microwave,134999.65,0.7,94500.0,40499.649999999994,29.999818518048006,2025,4,17,Saturday,2.5925925925925925e-06
7358,1663,108,15000.0,Mixer Grinder,Home Appliances,online,Chennai,2025-12-23,4,Netbanking,0.3,Successful,9d6196f2aa09ea9d,fd86a357d66505a7,819032973a1a669e,Mixer Grinder,Home Appliances,Mixer Grinder,59999.7,0.7,42000.0,17999.699999999997,29.99964999824999,2025,12,52,Tuesday,4.9999999999999996e-06
7359,1629,103,1300.0,Shirt,Clothing,offline,Hyderabad,2025-09-18,4,Netbanking,0.35,Successful,79fa24e238ca0ad4,532e091392b30766,26b23533823f4ad9,Shirt,Clothing,Shirt,5199.65,0.5,2600.0,2599.6499999999996,49.996634388853096,2025,9,38,Thursday,6.73076923076923e-05
7360,1242,103,1300.0,Shirt,Clothing,offline,Mumbai,2025-07-23,1,Netbanking,0.15,Successful,3d39fa22f3879437,421a857495351104,1a8990630f752a52,Shirt,Clothing,Shirt,1299.85,0.5,650.0,649.8499999999999,49.99423010347348,2025,7,30,Wednesday,0.00011538461538461538
7361,1336,101,250000.0,Laptop,Electronics,online,Hyderabad,2025-12-23,1,Cash,0.25,Successful,eb5c3ac1a3927d6a,0efb72a83df9e608,01be829c2abd56e4,Laptop,Electronics,Laptop,249999.75,0.8,200000.0,49999.75,19.99991999992,2025,12,52,Tuesday,1e-06
7362,1160,106,80000.0,Sofa,Furniture,online,Delhi,2025-11-29,4,Upi,0.4,Successful,0d3f211145386004,d7db080b638ef5ab,8c4fbb62170144a8,Sofa,Furniture,Sofa,319999.6,0.6,192000.0,127999.59999999998,39.99992499990624,2025,11,48,Saturday,1.25e-06
7363,1241,103,1300.0,Shirt,Clothing,offline,Bangalore,2025-06-25,2,Netbanking,0.15,Successful,6b5708045d243ee1,30f0e0e3ea2901ba,e6790ac78a3fc1f8,Shirt,Clothing,Shirt,2599.85,0.5,1300.0,1299.85,49.99711521818566,2025,6,26,Wednesday,5.769230769230769e-05
7364,1380,109,65000.0,Refrigerator,Home Appliances,offline,Mumbai,2025-09-21,3,Netbanking,0.25,Successful,40fd88bb3259da84,88a64a4ddf767089,5780fec4391dba02,Refrigerator,Home Appliances,Refrigerator,194999.75,0.7,136500.0,58499.75,29.9999102562952,2025,9,38,Sunday,1.282051282051282e-06
7365,1436,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2026-04-10,1,Card,0.35,Successful,e07fce3ed4d9eb14,1fcfd311b9678515,1d3679704346014d,Refrigerator,Home Appliances,Refrigerator,64999.65,0.7,45500.0,19499.65,29.999623074893485,2026,4,15,Friday,5.384615384615385e-06
7366,1658,105,45000.0,Tv,Electronics,offline,Delhi,2025-09-06,3,Cash,0.35,Successful,da87df1fc567c0a7,78a60e9d3d1a0ebb,873d36af6bd04cfa,TV,Electronics,TV,134999.65,0.8,108000.0,26999.649999999994,19.999792592054867,2025,9,36,Saturday,2.5925925925925925e-06
7367,1188,102,70000.0,Phone,Electronics,online,Hyderabad,2025-10-21,1,Cash,0.05,Successful,3db0fa5c567c649f,2ec2fb0fc2c6b63a,631ac172bc1b3e2c,Phone,Electronics,Phone,69999.95,0.8,56000.0,13999.949999999997,19.999942857102038,2025,10,43,Tuesday,7.142857142857143e-07
7368,1102,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2025-09-17,4,Upi,0.25,Successful,2e1c358cc692c30f,6a0c103f6a61b888,321fbe53a52bbc08,Refrigerator,Home Appliances,Refrigerator,259999.75,0.7,182000.0,77999.75,29.999932692242975,2025,9,38,Wednesday,9.615384615384615e-07
7369,1308,103,1300.0,Shirt,Clothing,online,Hyderabad,2026-02-02,1,Upi,0.4,Successful,fabc90495159d323,f67b83767f1efeac,1d9254a659ce5493,Shirt,Clothing,Shirt,1299.6,0.5,650.0,649.5999999999999,49.984610649430586,2026,2,6,Monday,0.0003076923076923077
7370,1324,106,80000.0,Sofa,Furniture,offline,Mumbai,2025-06-18,3,Upi,0.1,Successful,8be17c32dd4ecfbb,c0faa0d8506c5b0c,180c521daa5b527d,Sofa,Furniture,Sofa,239999.9,0.6,144000.0,95999.9,39.99997499998958,2025,6,25,Wednesday,4.1666666666666667e-07
7371,1017,104,8000.0,Shoes,Clothing,online,Mumbai,2025-11-30,4,Cash,0.1,Successful,adbc154e01e062ca,484ff8cd688e8c86,3a12fe4938b964f3,Shoes,Clothing,Shoes,31999.9,0.5,16000.0,15999.900000000001,49.99984374951172,2025,11,48,Sunday,3.125e-06
7372,1085,109,65000.0,Refrigerator,Home Appliances,offline,Delhi,2025-04-23,4,Card,0.25,Successful,3d1946263ad636da,8e57886f611e3bef,e240a8f8c80cd5d7,Refrigerator,Home Appliances,Refrigerator,259999.75,0.7,182000.0,77999.75,29.999932692242975,2025,4,17,Wednesday,9.615384615384615e-07
7373,1248,105,45000.0,Tv,Electronics,online,Mumbai,2025-06-25,1,Cash,0.2,Successful,9c29bdc81ed6e89b,6eabced0c07fa13a,7bf6b348931dd2ef,TV,Electronics,TV,44999.8,0.8,36000.0,8999.800000000003,19.999644442864195,2025,6,26,Wednesday,4.444444444444445e-06
7374,1033,105,45000.0,Tv,Electronics,offline,Mumbai,2026-01-05,3,Card,0.3,Successful,42026dc9a9077f62,1e04d0624f2993bc,4edb2acac2632d46,TV,Electronics,TV,134999.7,0.8,108000.0,26999.70000000001,19.999822221827166,2026,1,2,Monday,2.222222222222222e-06
7375,1803,103,1300.0,Shirt,Clothing,online,Chennai,2026-01-20,1,Cash,0.25,Successful,396b28e98c94a550,7d4d19590a8501df,877f6cdc1359a2d6,Shirt,Clothing,Shirt,1299.75,0.5,650.0,649.75,49.99038276591652,2026,1,4,Tuesday,0.0001923076923076923
7376,1533,103,1300.0,Shirt,Clothing,offline,Mumbai,2025-11-30,5,Upi,0.35,Successful,efc29b5e8b2c14ff,c4176e4b347cac35,83381744008bb774,Shirt,Clothing,Shirt,6499.65,0.5,3250.0,3249.6499999999996,49.99730754732947,2025,11,48,Sunday,5.384615384615384e-05
7377,1431,104,8000.0,Shoes,Clothing,online,Chennai,2025-08-02,4,Netbanking,0.1,Successful,a753ba0c02c45ec5,5b8283eb90d315b8,0bf2c31fa54f4163,Shoes,Clothing,Shoes,31999.9,0.5,16000.0,15999.900000000001,49.99984374951172,2025,8,31,Saturday,3.125e-06
